Tarih,Çalışma Grubu,İstasyon Adı,Model Ad,Sağlam(dz),Miktar (kg.),Ürün Grubu
 23.Jan.2023,GÜNDÜZ,A0035,CODE 3P.XX SHORT,11.08,3.430,PATİK
 23.Jan.2023,GECE,A0004,CODE 3P.XX SHORT,15.42,4.800,PATİK
 23.Jan.2023,GÜNDÜZ,A0025,CODE 3P.XX SHORT,11.50,3.690,PATİK
 23.Jan.2023,GECE,A0012,BRETTY KARAKTER,11.08,4.650,BAYAN SOKET
 23.Jan.2023,GECE,A0005,2023-2,14.00,3.200,SNİCKERS
 23.Jan.2023,GECE,A0003,CODE 3P.XX SHORT,13.58,3.720,PATİK
 23.Jan.2023,GECE,A0020,CODE 3P.XX SHORT,16.67,4.550,PATİK
 23.Jan.2023,GÜNDÜZ,A0029,CODE 3P.XX SHORT,12.08,3.170,PATİK
 23.Jan.2023,GÜNDÜZ,A0011,2023-2,10.58,2.450,SNİCKERS
 23.Jan.2023,GÜNDÜZ,A0001,KISAKONC,11.75,3.290,KISA KONÇ
 23.Jan.2023,GECE,A0007,2023-2,14.67,3.170,SNİCKERS
 23.Jan.2023,GÜNDÜZ,A0018,BAYAN SIMLI KARELI  PATIK,14.00,0.000,BAYAN PATİK
 23.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,12.00,0.000,ERKEK PATİK
 23.Jan.2023,GECE,A0034,CARERA PATİK,16.00,0.000,ERKEK PATİK
 23.Jan.2023,GÜNDÜZ,A0002,FLORAL ANKLE,6.58,2.540,BAYAN SOKET
 23.Jan.2023,GÜNDÜZ,A0028,CODE 3P.XX SHORT,12.00,3.310,PATİK
 23.Jan.2023,GECE,A0002,ÇİÇEKLI,13.17,4.590,BAYAN SOKET
 23.Jan.2023,GÜNDÜZ,A0021,CODE 3P.XX SHORT,12.33,3.200,PATİK
 23.Jan.2023,GÜNDÜZ,A0020,CODE 3P.XX SHORT,12.00,3.350,PATİK
 23.Jan.2023,GECE,A0019,KISAKONC,16.17,4.660,KISA KONÇ
 23.Jan.2023,GECE,A0016,CODE 3P.XX SHORT,15.67,4.900,PATİK
 22.Jan.2023,GECE,A0021,CODE 3P.XX SHORT,29.08,7.500,PATİK
 22.Jan.2023,GECE,A0022,2023-2,25.50,5.900,SNİCKERS
 22.Jan.2023,GECE,A0031,2023-3,22.58,3.860,BAYAN BAMBU BABET
 22.Jan.2023,GECE,A0004,CODE 3P.XX SHORT,25.42,7.990,PATİK
 22.Jan.2023,GECE,A0007,2023-2,24.58,5.380,SNİCKERS
 22.Jan.2023,GECE,A0027,CODE 3P.XX SHORT,22.08,6.010,PATİK
 22.Jan.2023,GECE,A0036,KÜÇÜK  KALP,1.92,0.890,BAYAN SOKET
 22.Jan.2023,GECE,A0019,KISAKONC,26.50,7.620,KISA KONÇ
 22.Jan.2023,GECE,A0034,CARERA PATİK,24.00,0.000,ERKEK PATİK
 22.Jan.2023,GECE,A0024,2023-2,18.58,4.300,SNİCKERS
 22.Jan.2023,GECE,A0008,2023-2,24.50,5.120,SNİCKERS
 22.Jan.2023,GECE,A0017,BAYAN SIMLI KARELI  PATIK,30.00,0.000,BAYAN PATİK
 22.Jan.2023,GECE,A0020,CODE 3P.XX SHORT,26.83,7.460,PATİK
 22.Jan.2023,GECE,A0035,CODE 3P.XX SHORT,24.67,7.610,PATİK
 22.Jan.2023,GECE,A0033,2023-3,13.67,2.510,BAYAN BAMBU BABET
 22.Jan.2023,GECE,A0009,CODE 3P.XX SHORT,5.00,1.220,PATİK
 22.Jan.2023,GECE,A0029,CODE 3P.XX SHORT,29.50,7.670,PATİK
 22.Jan.2023,GECE,A0002,FLORAL ANKLE,12.92,5.100,BAYAN SOKET
 22.Jan.2023,GECE,A0005,2023-2,22.58,5.310,SNİCKERS
 22.Jan.2023,GECE,A0014,2023-1,14.00,5.210,BAYAN SOKET
 22.Jan.2023,GECE,A0002,FLORAL ANKLE,5.83,2.320,BAYAN SOKET
 22.Jan.2023,GECE,A0013,CODE 3P.XX SHORT,24.83,8.170,PATİK
 22.Jan.2023,GECE,A0028,CODE 3P.XX SHORT,24.83,6.900,PATİK
 22.Jan.2023,GECE,A0018,BAYAN SIMLI KARELI  PATIK,16.00,0.000,BAYAN PATİK
 22.Jan.2023,GECE,A0025,CODE 3P.XX SHORT,26.08,8.440,PATİK
 22.Jan.2023,GECE,A0030,CODE 3P.XX SHORT,26.92,7.500,PATİK
 22.Jan.2023,GECE,A0003,RIB ANKLE PURPLE,11.42,4.050,BAYAN SOKET
 22.Jan.2023,GECE,A0006,CARERA PATİK,25.00,0.000,ERKEK PATİK
 22.Jan.2023,GECE,A0032,CODE 3P.XX SHORT,25.17,8.150,PATİK
 22.Jan.2023,GECE,A0018,BAYAN SIMLI KARELI  PATIK,11.00,0.000,BAYAN PATİK
 22.Jan.2023,GECE,A0012,BUYUK KALP,3.75,1.550,BAYAN SOKET
 22.Jan.2023,GECE,A0009,CODE 3P.XX SHORT,28.25,7.330,PATİK
 22.Jan.2023,GECE,A0001,KISAKONC,27.42,7.760,KISA KONÇ
 22.Jan.2023,GECE,A0011,2023-2,24.08,5.670,SNİCKERS
 22.Jan.2023,GECE,A0016,CODE 3P.XX SHORT,25.67,8.070,PATİK
 22.Jan.2023,GECE,A0023,2023-2,23.75,5.640,SNİCKERS
 22.Jan.2023,GECE,A0015,CODE 3P.XX SHORT,34.17,10.800,PATİK
 22.Jan.2023,GECE,A0010,CODE 3P.XX SHORT,22.50,5.730,PATİK
 20.Jan.2023,GECE,A0015,CODE 3P.XX SHORT,15.50,4.840,PATİK
 20.Jan.2023,GECE,A0002,FLORAL ANKLE,10.83,4.120,BAYAN SOKET
 20.Jan.2023,GÜNDÜZ,A0008,2023-2,8.75,1.760,SNİCKERS
 20.Jan.2023,GÜNDÜZ,A0003,RIB ANKLE PURPLE,4.00,2.510,BAYAN SOKET
 20.Jan.2023,GÜNDÜZ,A0003,RIB ANKLE PURPLE,3.50,1.200,BAYAN SOKET
 20.Jan.2023,GÜNDÜZ,A0004,2023-2,8.75,2.050,SNİCKERS
 20.Jan.2023,GÜNDÜZ,A0023,2023-2,8.42,2.000,SNİCKERS
 20.Jan.2023,GÜNDÜZ,A0009,CODE 3P.XX SHORT,10.25,2.500,PATİK
 20.Jan.2023,GECE,A0013,CODE 3P.XX SHORT,15.25,4.770,PATİK
 20.Jan.2023,GECE,A0008,2023-2,15.08,3.050,SNİCKERS
 20.Jan.2023,GECE,A0016,CODE 3P.XX SHORT,15.17,4.720,PATİK
 20.Jan.2023,GECE,A0034,CARERA PATİK,3.00,0.000,ERKEK PATİK
 20.Jan.2023,GECE,A0033,2023-3,12.33,2.220,BAYAN BAMBU BABET
 20.Jan.2023,GÜNDÜZ,A0015,CODE 3P.XX SHORT,9.17,2.850,PATİK
 20.Jan.2023,GÜNDÜZ,A0031,2023-3,5.92,1.040,BAYAN BAMBU BABET
 20.Jan.2023,GECE,A0035,CODE 3P.XX SHORT,16.17,4.900,PATİK
 20.Jan.2023,GECE,A0020,CODE 3P.XX SHORT,6.25,1.750,PATİK
 20.Jan.2023,GÜNDÜZ,A0012,BUYUK KALP,6.42,2.650,BAYAN SOKET
 20.Jan.2023,GECE,A0010,CODE 3P.XX SHORT,17.00,4.390,PATİK
 20.Jan.2023,GECE,A0020,RIB ANKLE PURPLE,6.33,2.270,BAYAN SOKET
 20.Jan.2023,GÜNDÜZ,A0034,CARERA PATİK,6.00,0.000,ERKEK PATİK
 20.Jan.2023,GECE,A0012,BUYUK KALP,10.50,4.390,BAYAN SOKET
 20.Jan.2023,GECE,A0011,2023-2,14.08,3.320,SNİCKERS
 20.Jan.2023,GÜNDÜZ,A0019,KISAKONC,10.00,2.880,KISA KONÇ
 20.Jan.2023,GECE,A0014,2023-1,15.08,5.520,BAYAN SOKET
 20.Jan.2023,GÜNDÜZ,A0032,CODE 3P.XX SHORT,9.50,2.950,PATİK
 20.Jan.2023,GÜNDÜZ,A0010,CODE 3P.XX SHORT,10.17,2.630,PATİK
 20.Jan.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,9.00,2.860,PATİK
 20.Jan.2023,GECE,A0024,2023-2,13.00,2.930,SNİCKERS
 20.Jan.2023,GÜNDÜZ,A0027,CODE 3P.XX SHORT,7.75,2.010,PATİK
 20.Jan.2023,GÜNDÜZ,A0007,2023-2,8.92,1.830,SNİCKERS
 20.Jan.2023,GECE,A0031,2023-3,13.92,2.450,BAYAN BAMBU BABET
 20.Jan.2023,GÜNDÜZ,A0002,FLORAL ANKLE,6.50,2.500,BAYAN SOKET
 20.Jan.2023,GECE,A0001,KISAKONC,16.67,4.630,KISA KONÇ
 20.Jan.2023,GÜNDÜZ,A0036,KÜÇÜK  KALP,6.67,3.100,BAYAN SOKET
 20.Jan.2023,GECE,A0021,CODE 3P.XX SHORT,16.67,4.320,PATİK
 20.Jan.2023,GECE,A0034,CARERA PATİK,11.00,0.000,ERKEK PATİK
 20.Jan.2023,GÜNDÜZ,A0020,RIB ANKLE PURPLE,7.25,2.560,BAYAN SOKET
 20.Jan.2023,GECE,A0006,CARERA PATİK,10.00,0.000,ERKEK PATİK
 20.Jan.2023,GECE,A0005,CODE 3P.XX SHORT,15.58,5.020,PATİK
 20.Jan.2023,GÜNDÜZ,A0011,2023-2,8.58,2.000,SNİCKERS
 20.Jan.2023,GÜNDÜZ,A0001,KISAKONC,8.25,2.320,KISA KONÇ
 20.Jan.2023,GÜNDÜZ,A0005,CODE 3P.XX SHORT,9.08,2.810,PATİK
 20.Jan.2023,GÜNDÜZ,A0035,CODE 3P.XX SHORT,9.67,2.910,PATİK
 20.Jan.2023,GECE,A0019,KISAKONC,16.25,4.720,KISA KONÇ
 20.Jan.2023,GÜNDÜZ,A0025,CODE 3P.XX SHORT,9.75,3.030,PATİK
 20.Jan.2023,GECE,A0009,CODE 3P.XX SHORT,17.83,4.380,PATİK
 20.Jan.2023,GECE,A0006,CARERA PATİK,6.00,0.000,ERKEK PATİK
 20.Jan.2023,GECE,A0032,CODE 3P.XX SHORT,15.50,4.940,PATİK
 20.Jan.2023,GÜNDÜZ,A0016,CODE 3P.XX SHORT,9.42,2.870,PATİK
 20.Jan.2023,GECE,A0027,CODE 3P.XX SHORT,16.75,4.590,PATİK
 20.Jan.2023,GECE,A0030,CODE 3P.XX SHORT,17.42,4.500,PATİK
 20.Jan.2023,GÜNDÜZ,A0017,BAYAN SIMLI KARELI  PATIK,5.00,0.000,BAYAN PATİK
 20.Jan.2023,GÜNDÜZ,A0028,CODE 3P.XX SHORT,5.75,1.560,PATİK
 20.Jan.2023,GÜNDÜZ,A0033,2023-3,8.50,1.530,BAYAN BAMBU BABET
 20.Jan.2023,GECE,A0018,BAYAN SIMLI KARELI  PATIK,16.00,0.000,BAYAN PATİK
 20.Jan.2023,GECE,A0022,2023-2,14.92,3.460,SNİCKERS
 20.Jan.2023,GECE,A0003,RIB ANKLE PURPLE,11.92,4.190,BAYAN SOKET
 20.Jan.2023,GÜNDÜZ,A0029,CODE 3P.XX SHORT,10.25,2.680,PATİK
 20.Jan.2023,GECE,A0028,CODE 3P.XX SHORT,21.42,5.860,PATİK
 20.Jan.2023,GÜNDÜZ,A0014,2023-1,8.67,3.160,BAYAN SOKET
 20.Jan.2023,GECE,A0023,2023-2,13.58,3.220,SNİCKERS
 20.Jan.2023,GECE,A0036,KÜÇÜK  KALP,11.25,5.210,BAYAN SOKET
 20.Jan.2023,GECE,A0029,CODE 3P.XX SHORT,17.17,4.440,PATİK
 20.Jan.2023,GECE,A0017,BAYAN SIMLI KARELI  PATIK,22.00,0.000,BAYAN PATİK
 20.Jan.2023,GÜNDÜZ,A0018,BAYAN SIMLI KARELI  PATIK,12.00,0.000,BAYAN PATİK
 20.Jan.2023,GÜNDÜZ,A0030,CODE 3P.XX SHORT,10.50,2.720,PATİK
 20.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,9.00,0.000,ERKEK PATİK
 20.Jan.2023,GECE,A0004,2023-2,14.58,3.450,SNİCKERS
 20.Jan.2023,GÜNDÜZ,A0021,CODE 3P.XX SHORT,10.58,2.700,PATİK
 20.Jan.2023,GECE,A0025,CODE 3P.XX SHORT,18.25,5.730,PATİK
 20.Jan.2023,GECE,A0007,2023-2,13.75,2.880,SNİCKERS
 20.Jan.2023,GÜNDÜZ,A0022,2023-2,9.25,2.110,SNİCKERS
 19.Jan.2023,GECE,A0012,BUYUK KALP,10.83,4.490,BAYAN SOKET
 19.Jan.2023,GECE,A0014,2023-1,15.00,5.390,BAYAN SOKET
 19.Jan.2023,GÜNDÜZ,A0005,CODE 3P.XX SHORT,10.58,3.340,PATİK
 19.Jan.2023,GECE,A0019,KISAKONC,2.75,0.800,KISA KONÇ
 19.Jan.2023,GECE,A0036,KÜÇÜK  KALP,10.67,4.960,BAYAN SOKET
 19.Jan.2023,GECE,A0006,CARERA PATİK,15.00,0.000,ERKEK PATİK
 19.Jan.2023,GÜNDÜZ,A0029,CODE 3P.XX SHORT,7.50,1.970,PATİK
 19.Jan.2023,GÜNDÜZ,A0008,2023-2,10.08,2.030,SNİCKERS
 19.Jan.2023,GECE,A0019,RIB ANKLE PURPLE,2.83,0.999,BAYAN SOKET
 19.Jan.2023,GÜNDÜZ,A0036,KÜÇÜK  KALP,7.33,3.400,BAYAN SOKET
 19.Jan.2023,GÜNDÜZ,A0001,EDGE FRIIL,9.17,2.480,BAYAN SOKET
 19.Jan.2023,GECE,A0025,CODE 3P.XX SHORT,14.92,4.720,PATİK
 19.Jan.2023,GECE,A0018,BAYAN SIMLI KARELI  PATIK,18.00,0.000,BAYAN PATİK
 19.Jan.2023,GECE,A0005,CODE 3P.XX SHORT,15.75,4.990,PATİK
 19.Jan.2023,GECE,A0020,RIB ANKLE PURPLE,10.92,3.900,BAYAN SOKET
 19.Jan.2023,GÜNDÜZ,A0015,CODE 3P.XX SHORT,10.75,3.410,PATİK
 19.Jan.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,10.25,3.230,PATİK
 19.Jan.2023,GÜNDÜZ,A0020,RIB ANKLE PURPLE,8.17,2.900,BAYAN SOKET
 19.Jan.2023,GECE,A0010,CODE 3P.XX SHORT,16.83,4.380,PATİK
 19.Jan.2023,GÜNDÜZ,A0016,CODE 3P.XX SHORT,10.75,3.370,PATİK
 19.Jan.2023,GECE,A0004,2023-2,14.42,3.390,SNİCKERS
 19.Jan.2023,GÜNDÜZ,A0033,2023-3,9.50,1.720,BAYAN BAMBU BABET
 19.Jan.2023,GÜNDÜZ,A0014,2023-1,9.92,3.630,BAYAN SOKET
 19.Jan.2023,GÜNDÜZ,A0034,CARERA PATİK,10.00,0.000,ERKEK PATİK
 19.Jan.2023,GECE,A0031,2023-3,13.92,2.460,BAYAN BAMBU BABET
 19.Jan.2023,GECE,A0016,CODE 3P.XX SHORT,15.50,4.790,PATİK
 19.Jan.2023,GÜNDÜZ,A0009,CODE 3P.XX SHORT,21.17,5.080,PATİK
 19.Jan.2023,GECE,A0034,CARERA PATİK,16.00,0.000,ERKEK PATİK
 19.Jan.2023,GECE,A0011,2023-2,14.75,3.450,SNİCKERS
 19.Jan.2023,GECE,A0032,CODE 3P.XX SHORT,14.17,4.540,PATİK
 19.Jan.2023,GÜNDÜZ,A0030,CODE 3P.XX SHORT,11.75,3.060,PATİK
 19.Jan.2023,GECE,A0022,2023-2,14.92,3.460,SNİCKERS
 19.Jan.2023,GÜNDÜZ,A0002,FLORAL ANKLE,1.33,0.500,BAYAN SOKET
 19.Jan.2023,GECE,A0023,2023-2,14.67,3.500,SNİCKERS
 19.Jan.2023,GECE,A0008,2023-2,14.92,3.040,SNİCKERS
 19.Jan.2023,GÜNDÜZ,A0019,RIB ANKLE PURPLE,8.17,2.830,BAYAN SOKET
 19.Jan.2023,GECE,A0003,RIB ANKLE PURPLE,11.75,4.030,BAYAN SOKET
 19.Jan.2023,GÜNDÜZ,A0023,2023-2,10.08,2.370,SNİCKERS
 19.Jan.2023,GECE,A0017,BAYAN SIMLI KARELI  PATIK,19.00,0.000,BAYAN PATİK
 19.Jan.2023,GÜNDÜZ,A0007,2023-2,9.92,2.090,SNİCKERS
 19.Jan.2023,GÜNDÜZ,A0035,CODE 3P.XX SHORT,11.00,3.440,PATİK
 19.Jan.2023,GÜNDÜZ,A0025,CODE 3P.XX SHORT,10.67,3.410,PATİK
 19.Jan.2023,GECE,A0001,EDGE FRIIL,12.67,3.390,BAYAN SOKET
 19.Jan.2023,GECE,A0009,CODE 3P.XX SHORT,17.50,4.190,PATİK
 19.Jan.2023,GÜNDÜZ,A0028,CODE 3P.XX SHORT,11.08,2.840,PATİK
 19.Jan.2023,GÜNDÜZ,A0010,CODE 3P.XX SHORT,7.92,2.020,PATİK
 19.Jan.2023,GECE,A0024,2023-2,12.50,2.860,SNİCKERS
 19.Jan.2023,GÜNDÜZ,A0012,BUYUK KALP,7.33,2.980,BAYAN SOKET
 19.Jan.2023,GÜNDÜZ,A0011,2023-2,9.92,2.280,SNİCKERS
 19.Jan.2023,GECE,A0028,CODE 3P.XX SHORT,16.75,4.390,PATİK
 19.Jan.2023,GECE,A0030,CODE 3P.XX SHORT,15.33,3.940,PATİK
 19.Jan.2023,GECE,A0002,FLORAL ANKLE,11.92,4.630,BAYAN SOKET
 19.Jan.2023,GECE,A0013,CODE 3P.XX SHORT,15.25,4.710,PATİK
 19.Jan.2023,GECE,A0027,CODE 3P.XX SHORT,16.17,4.170,PATİK
 19.Jan.2023,GECE,A0015,CODE 3P.XX SHORT,15.67,4.930,PATİK
 19.Jan.2023,GÜNDÜZ,A0027,CODE 3P.XX SHORT,11.42,2.860,PATİK
 19.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,9.00,0.000,ERKEK PATİK
 19.Jan.2023,GÜNDÜZ,A0031,2023-3,9.08,1.600,BAYAN BAMBU BABET
 19.Jan.2023,GECE,A0035,CODE 3P.XX SHORT,16.25,5.110,PATİK
 19.Jan.2023,GECE,A0021,CODE 3P.XX SHORT,17.25,4.420,PATİK
 19.Jan.2023,GÜNDÜZ,A0004,2023-2,10.00,2.350,SNİCKERS
 19.Jan.2023,GÜNDÜZ,A0021,CODE 3P.XX SHORT,8.42,2.150,PATİK
 19.Jan.2023,GECE,A0029,CODE 3P.XX SHORT,16.83,4.470,PATİK
 19.Jan.2023,GECE,A0007,2023-2,13.92,2.970,SNİCKERS
 19.Jan.2023,GÜNDÜZ,A0003,RIB ANKLE PURPLE,8.00,2.800,BAYAN SOKET
 19.Jan.2023,GÜNDÜZ,A0022,2023-2,10.25,2.360,SNİCKERS
 19.Jan.2023,GECE,A0033,2023-3,13.92,2.520,BAYAN BAMBU BABET
 19.Jan.2023,GÜNDÜZ,A0017,BAYAN SIMLI KARELI  PATIK,12.00,0.000,BAYAN PATİK
 19.Jan.2023,GÜNDÜZ,A0002,FLORAL ANKLE,6.33,2.400,BAYAN SOKET
 19.Jan.2023,GÜNDÜZ,A0018,BAYAN SIMLI KARELI  PATIK,13.00,0.000,BAYAN PATİK
 18.Jan.2023,GÜNDÜZ,A0031,2023-3,29.50,5.220,BAYAN BAMBU BABET
 18.Jan.2023,GECE,A0017,BAYAN SIMLI KARELI  PATIK,19.00,0.000,BAYAN PATİK
 18.Jan.2023,GÜNDÜZ,A0012,2023-1,4.17,1.310,BAYAN SOKET
 18.Jan.2023,GÜNDÜZ,A0020,RIB ANKLE PURPLE,8.08,2.840,BAYAN SOKET
 18.Jan.2023,GECE,A0004,2023-2,14.75,3.480,SNİCKERS
 18.Jan.2023,GÜNDÜZ,A0033,2023-3,45.50,8.250,BAYAN BAMBU BABET
 18.Jan.2023,GÜNDÜZ,A0030,CODE 3P.XX SHORT,11.75,3.020,PATİK
 18.Jan.2023,GECE,A0010,CODE 3P.XX SHORT,17.58,4.220,PATİK
 18.Jan.2023,GECE,A0034,CARERA PATİK,14.00,0.000,ERKEK PATİK
 18.Jan.2023,GECE,A0033,2023-3,13.33,2.410,BAYAN BAMBU BABET
 18.Jan.2023,GECE,A0032,CODE 3P.XX SHORT,19.00,6.130,PATİK
 18.Jan.2023,GÜNDÜZ,A0035,TEK ARI,7.75,3.080,BAYAN SOKET
 18.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,10.00,0.000,ERKEK PATİK
 18.Jan.2023,GÜNDÜZ,A0007,2023-2,9.67,2.050,SNİCKERS
 18.Jan.2023,GECE,A0023,2023-1,7.00,2.450,BAYAN SOKET
 18.Jan.2023,GÜNDÜZ,A0027,CODE 3P.XX SHORT,11.33,2.910,PATİK
 18.Jan.2023,GÜNDÜZ,A0036,2023-1,5.92,1.860,BAYAN SOKET
 18.Jan.2023,GECE,A0001,EDGE FRIIL,8.25,2.240,BAYAN SOKET
 18.Jan.2023,GECE,A0006,CARERA PATİK,14.00,0.000,ERKEK PATİK
 18.Jan.2023,GECE,A0029,CODE 3P.XX SHORT,17.42,4.210,PATİK
 18.Jan.2023,GÜNDÜZ,A0010,CODE 3P.XX SHORT,12.08,2.930,PATİK
 18.Jan.2023,GECE,A0007,2023-2,13.17,2.810,SNİCKERS
 18.Jan.2023,GECE,A0031,2023-3,13.33,2.340,BAYAN BAMBU BABET
 18.Jan.2023,GÜNDÜZ,A0002,FLORAL ANKLE,8.00,3.180,BAYAN SOKET
 18.Jan.2023,GÜNDÜZ,A0019,RIB ANKLE PURPLE,8.25,2.830,BAYAN SOKET
 18.Jan.2023,GÜNDÜZ,A0017,BAYAN SIMLI KARELI  PATIK,4.00,0.000,BAYAN PATİK
 18.Jan.2023,GECE,A0016,2023-1,0.08,0.000,BAYAN SOKET
 18.Jan.2023,GECE,A0030,CODE 3P.XX SHORT,16.42,4.230,PATİK
 18.Jan.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,8.67,2.780,PATİK
 18.Jan.2023,GÜNDÜZ,A0029,CODE 3P.XX SHORT,12.08,2.840,PATİK
 18.Jan.2023,GÜNDÜZ,A0008,2023-2,9.83,2.070,SNİCKERS
 18.Jan.2023,GÜNDÜZ,A0004,2023-2,10.00,2.330,SNİCKERS
 18.Jan.2023,GECE,A0020,RIB ANKLE PURPLE,6.25,0.000,BAYAN SOKET
 18.Jan.2023,GÜNDÜZ,A0001,EDGE FRIIL,7.58,2.050,BAYAN SOKET
 18.Jan.2023,GECE,A0018,BAYAN SIMLI KARELI  PATIK,18.00,0.000,BAYAN PATİK
 18.Jan.2023,GÜNDÜZ,A0005,MAVI COKLU ARI,8.17,3.140,BAYAN SOKET
 18.Jan.2023,GECE,A0015,CODE 3P.XX SHORT,14.17,4.430,PATİK
 18.Jan.2023,GECE,A0011,2023-2,14.42,3.370,SNİCKERS
 18.Jan.2023,GECE,A0014,2023-1,15.33,5.490,BAYAN SOKET
 18.Jan.2023,GECE,A0023,2023-2,11.00,2.620,SNİCKERS
 18.Jan.2023,GECE,A0020,RIB ANKLE PURPLE,5.08,1.800,BAYAN SOKET
 18.Jan.2023,GECE,A0015,2023-1,4.17,0.000,BAYAN SOKET
 18.Jan.2023,GÜNDÜZ,A0009,CODE 3P.XX SHORT,11.67,2.850,PATİK
 18.Jan.2023,GÜNDÜZ,A0003,RIB ANKLE PURPLE,3.92,1.310,BAYAN SOKET
 18.Jan.2023,GECE,A0008,2023-2,14.75,2.970,SNİCKERS
 18.Jan.2023,GECE,A0001,EDGE FRIIL,5.08,1.400,BAYAN SOKET
 18.Jan.2023,GÜNDÜZ,A0016,2023-1,10.17,3.580,BAYAN SOKET
 18.Jan.2023,GÜNDÜZ,A0022,2023-2,10.17,2.360,SNİCKERS
 18.Jan.2023,GECE,A0035,CODE 3P.XX SHORT,11.50,3.630,PATİK
 18.Jan.2023,GÜNDÜZ,A0014,2023-1,9.83,3.580,BAYAN SOKET
 18.Jan.2023,GÜNDÜZ,A0034,CARERA PATİK,12.00,0.000,ERKEK PATİK
 18.Jan.2023,GECE,A0021,CODE 3P.XX SHORT,16.50,4.010,PATİK
 18.Jan.2023,GECE,A0028,CODE 3P.XX SHORT,16.58,4.300,PATİK
 18.Jan.2023,GECE,A0005,MAVI COKLU ARI,1.25,0.000,BAYAN SOKET
 18.Jan.2023,GECE,A0005,CODE 3P.XX SHORT,11.75,3.740,PATİK
 18.Jan.2023,GÜNDÜZ,A0028,CODE 3P.XX SHORT,12.25,3.040,PATİK
 18.Jan.2023,GECE,A0016,CODE 3P.XX SHORT,8.58,2.730,PATİK
 18.Jan.2023,GECE,A0013,CODE 3P.XX SHORT,15.00,4.770,PATİK
 18.Jan.2023,GECE,A0036,KÜÇÜK  KALP,10.33,4.800,BAYAN SOKET
 18.Jan.2023,GÜNDÜZ,A0003,RIB ANKLE PURPLE,4.50,1.510,BAYAN SOKET
 18.Jan.2023,GECE,A0022,2023-2,14.92,3.420,SNİCKERS
 18.Jan.2023,GÜNDÜZ,A0021,CODE 3P.XX SHORT,12.08,2.900,PATİK
 18.Jan.2023,GECE,A0025,CODE 3P.XX SHORT,16.00,5.060,PATİK
 18.Jan.2023,GÜNDÜZ,A0015,2023-1,10.50,3.650,BAYAN SOKET
 18.Jan.2023,GECE,A0003,RIB ANKLE PURPLE,8.83,4.080,BAYAN SOKET
 18.Jan.2023,GECE,A0035,TEK ARI,2.58,1.020,BAYAN SOKET
 18.Jan.2023,GÜNDÜZ,A0011,2023-2,10.08,2.350,SNİCKERS
 18.Jan.2023,GECE,A0002,FLORAL ANKLE,10.83,4.250,BAYAN SOKET
 18.Jan.2023,GÜNDÜZ,A0023,2023-1,10.58,3.780,BAYAN SOKET
 18.Jan.2023,GÜNDÜZ,A0017,BAYAN SIMLI KARELI  PATIK,8.00,0.000,BAYAN PATİK
 18.Jan.2023,GÜNDÜZ,A0036,KÜÇÜK  KALP,3.42,1.580,BAYAN SOKET
 18.Jan.2023,GECE,A0009,CODE 3P.XX SHORT,17.33,4.230,PATİK
 18.Jan.2023,GECE,A0027,CODE 3P.XX SHORT,16.42,4.270,PATİK
 18.Jan.2023,GECE,A0019,RIB ANKLE PURPLE,12.08,4.170,BAYAN SOKET
 18.Jan.2023,GECE,A0024,2023-2,13.33,3.030,SNİCKERS
 18.Jan.2023,GÜNDÜZ,A0025,CODE 3P.XX SHORT,10.67,3.420,PATİK
 18.Jan.2023,GECE,A0012,BUYUK KALP,12.92,5.290,BAYAN SOKET
 18.Jan.2023,GÜNDÜZ,A0018,BAYAN SIMLI KARELI  PATIK,10.00,0.000,BAYAN PATİK
 17.Jan.2023,GECE,A0012,2023-1,15.00,4.710,BAYAN SOKET
 17.Jan.2023,GÜNDÜZ,A0015,2023-1,10.42,3.680,BAYAN SOKET
 17.Jan.2023,GECE,A0027,CODE 3P.XX SHORT,17.42,4.460,PATİK
 17.Jan.2023,GECE,A0030,CODE 3P.XX SHORT,17.17,4.420,PATİK
 17.Jan.2023,GECE,A0015,2023-1,15.17,5.320,BAYAN SOKET
 17.Jan.2023,GECE,A0021,CODE 3P.XX SHORT,17.08,4.190,PATİK
 17.Jan.2023,GECE,A0002,FLORAL ANKLE,11.33,4.420,BAYAN SOKET
 17.Jan.2023,GÜNDÜZ,A0011,2023-2,9.92,2.240,SNİCKERS
 17.Jan.2023,GECE,A0009,CODE 3P.XX SHORT,16.33,4.020,PATİK
 17.Jan.2023,GÜNDÜZ,A0023,2023-1,9.00,3.140,BAYAN SOKET
 17.Jan.2023,GÜNDÜZ,A0029,CODE 3P.XX SHORT,13.25,3.220,PATİK
 17.Jan.2023,GECE,A0035,TEK ARI,11.67,4.580,BAYAN SOKET
 17.Jan.2023,GÜNDÜZ,A0036,2023-1,10.17,3.230,BAYAN SOKET
 17.Jan.2023,GÜNDÜZ,A0017,BAYAN SIMLI KARELI  PATIK,14.00,0.000,BAYAN PATİK
